library_id,citation,type,title_id,version_id,jurisdiction,source,url,when_scraped,last_successful_scrape,status,error,active,source_name,source_status,content_format,content_url
200000010,A New Tax System (Goods and Services Tax Transition) Act 1999,primary_legislation,C2004A00448,sha256:b0a0d453ba76290b580de73d44b69a9787c533f6c62398cf0fd80b6037e83b74,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00448/latest/text,2025-12-27T05:13:50.772569Z,2025-12-27T05:13:52.467069Z,ok,,in force,A New Tax System (Goods and Services Tax Transition) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00448/2017-01-01/2017-01-01/text/original/epub/OEBPS/document_1/document_1.html
200000011,A New Tax System (Goods and Services Tax) Act 1999,primary_legislation,C2004A00446,sha256:963e73586c4ab0d3328a292c5b16c0e41973726432d62d200510c78c740c1cec,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00446/latest/text,2025-12-27T05:13:52.468417Z,2025-12-27T05:13:55.054896Z,ok,,in force,A New Tax System (Goods and Services Tax) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00446/2025-11-01/2025-11-01/text/original/epub/OEBPS/document_1/document_1.html
200000012,A New Tax System (Luxury Car Tax Imposition—Customs) Act 1999,primary_legislation,C2004A00464,sha256:1866d0a72a41c82d93bb8b8f431cfb7988e506eb86215ead7a5c24e5f8e09c06,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00464/latest/text,2025-12-27T05:13:55.056185Z,2025-12-27T05:13:56.301252Z,ok,,in force,A New Tax System (Luxury Car Tax Imposition—Customs) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00464/2008-10-03/2008-10-03/text/original/epub/OEBPS/document_1/document_1.html
200000013,A New Tax System (Luxury Car Tax Imposition—Excise) Act 1999,primary_legislation,C2004A00465,sha256:f657090808ccfe4d1876bdac248a92e056768f090904bf2a7b49cadc1a1e116e,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00465/latest/text,2025-12-27T05:13:56.302524Z,2025-12-27T05:13:58.047543Z,ok,,in force,A New Tax System (Luxury Car Tax Imposition—Excise) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00465/2008-10-03/2008-10-03/text/original/epub/OEBPS/document_1/document_1.html
200000014,A New Tax System (Luxury Car Tax Imposition—General) Act 1999,primary_legislation,C2004A00466,sha256:ea7ef2a25e3300afd38cae734d14d859f59874c03a404d1f33556d15ef16eb52,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00466/latest/text,2025-12-27T05:13:58.048880Z,2025-12-27T05:13:59.560252Z,ok,,in force,A New Tax System (Luxury Car Tax Imposition—General) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00466/2008-10-03/2008-10-03/text/original/epub/OEBPS/document_1/document_1.html
200000015,A New Tax System (Luxury Car Tax) Act 1999,primary_legislation,C2004A00463,sha256:2e147a9c68841c0e6070093bd434fa7e7711ad5d523e4125ebf48641d807035b,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00463/latest/text,2025-12-27T05:13:59.561439Z,2025-12-27T05:14:01.347431Z,ok,,in force,A New Tax System (Luxury Car Tax) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00463/2025-04-01/2025-04-01/text/original/epub/OEBPS/document_1/document_1.html
200000016,A New Tax System (Managing the GST Rate and Base) Act 1999,primary_legislation,C2004A00502,sha256:e6ef7a60beb058967f297e3eab811fe18021e12d38d5d3be7421776c882adff3,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00502/latest/text,2025-12-27T05:14:01.349001Z,2025-12-27T05:14:02.896793Z,ok,,in force,A New Tax System (Commonwealth-State Financial Arrangements) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00502/2009-07-01/2009-07-01/text/original/epub/OEBPS/document_1/document_1.html
200000017,A New Tax System (Medicare Levy Surcharge—Fringe Benefits) Act 1999,primary_legislation,C2004A00412,sha256:dc569e09668d314a3185eb276e88a5414d47ec6468817376ecc9aa1950d1de91,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00412/latest/text,2025-12-27T05:14:02.898289Z,2025-12-27T05:14:04.537928Z,ok,,in force,A New Tax System (Medicare Levy Surcharge—Fringe Benefits) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00412/2025-03-28/2025-03-28/text/original/epub/OEBPS/document_1/document_1.html
200000018,A New Tax System (Wine Equalisation Tax Imposition—Customs) Act 1999,primary_legislation,C2004A00454,sha256:6bdbd0d5684785e7fc83f17adee7ea11dd8ccd4bdc712b0f533598d2000808a4,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00454/latest/text,2025-12-27T05:14:04.539266Z,2025-12-27T05:14:06.128149Z,ok,,in force,A New Tax System (Wine Equalisation Tax Imposition—Customs) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00454/asmade/1999-07-08/text/original/epub/OEBPS/document_1/document_1.html
200000019,A New Tax System (Wine Equalisation Tax Imposition—Excise) Act 1999,primary_legislation,C2004A00455,sha256:2d4f392d605a04fd74930777cf2da796bc8712d4a89b697627403763e9473368,commonwealth,federal_register_of_legislation,https://www.legislation.gov.au/C2004A00455/latest/text,2025-12-27T05:14:06.129693Z,2025-12-27T05:14:07.773381Z,ok,,in force,A New Tax System (Wine Equalisation Tax Imposition—Excise) Act 1999,InForce,html,https://www.legislation.gov.au/C2004A00455/asmade/1999-07-08/text/original/epub/OEBPS/document_1/document_1.html
